siteID,submission_dt,date,bandNumber,type,status,notes,delete_flag
VONGJENMD1,,2011-03-13,1272-43086,P,alive,"yearColumn = 2010, banded 5/10; yearColumn = 2011, resighted by participant 13 March",0
VONGJENMD1,,2011-03-13,2251-80327,P,alive,"yearColumn = 2010, banded 5/10; resighted by participant 15 June, 19 July, 22 aug, 16 Dec; yearColumn = 2011, resighted by participant 13 March; yearColumn = 2012, resighted by participant 02/19/2012",0
VONGJENMD1,,2011-03-13,2251-80329,P,alive,"yearColumn = 2010, banded 5/10; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 02/19/2012; 07/17/2012",0
VONGJENMD1,,2011-03-13,2411-37987,P,alive,"yearColumn = 2010, banded 5/10; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 15 March",0
VONGJENMD1,,2011-03-13,2411-37988,P,alive,"yearColumn = 2010, banded 5/10; resighted by participant  19 July, 7 Sept, 16 Dec; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 02/19/2012",0
VONGJENMD1,,2011-03-13,2441-14203,P,alive,"yearColumn = 2009, banded 6/23; yearColumn = 2010, recaptured 5/10; resighted by participant 10 April; 8 June, 22 Aug, 16 Dec; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 02/19/2012; 07/17/2012",0
CAMPGLOMD1,,2011-03-15,2301-56982,P,alive,"yearColumn = 2010, banded 5/21/10; yearColumn = 2011, resighted by participant March, 6 April; yearColumn = 2012, resighted by participant March 11, 21 JUne20 August, 8 Sept; yearColumn = 2013, resighted by participant 20 April, by staff 7/1/13",0
COLSKATMD1,,2011-03-15,2460-22747,P,alive,"yearColumn = 2008, banded 17 June; yearColumn = 2009, resighted 5/29/2009; yearColumn = 2010, resighted by participant 8 May, resighted during NW visit 6/30; yearColumn = 2011, resighted by participant 15 March, 09/19/2011; yearColumn = 2013, resighted by participant 15 August",0
HUNTDAVMD2,,2011-03-15,2441-14696,P,found dead,"yearColumn = 2010, banded 7/12/10; yearColumn = 2011, found dead by cat at other location",0
STURCARMD1,,2011-03-15,2400-00690,P,alive,"yearColumn = 2007, banded 31 May; yearColumn = 2009, resighted 7/3; yearColumn = 2010, resighted by participant 24 April; yearColumn = 2011, Resighted by participant; yearColumn = 2012, Resighted by participant; yearColumn = 2013, resighted by participant 4 June",0
FISHFERVA1,,2011-03-16,2411-37711,P,alive,"yearColumn = 2009, banded 5/30/09; yearColumn = 2010, resighted by participant 16 april, resighted 7/3/10; yearColumn = 2011, resighted by participant 16 March, may10",0
FISHFERVA1,,2011-03-16,2411-37713,P,alive,"yearColumn = 2009, banded 5/30/09; yearColumn = 2010, resighted by participant 26 May, resighted 7/3/10; yearColumn = 2011, resighted by participant 16 March, 10 May",0
FISHFERVA1,,2011-03-16,2510-03826,P,alive,"yearColumn = 2008, Banded June 22; yearColumn = 2009, resighted by participant 31 March; yearColumn = 2010, resighted by participant 16 April; yearColumn = 2011, resighted by participant 16 March, May 10; yearColumn = 2012, Recapture 5/26/2012; yearColumn = 2013, resighted by participant in april, recaptured 5/6/2013",0
BALASUCMD1,,2011-03-20,1232-87913,P,alive,"yearColumn = 2008, banded 6/7; yearColumn = 2009, resighted 28 March by participant; yearColumn = 2010, Resight by participant Summer 2010; yearColumn = 2011, resighted by participant 20 March; yearColumn = 2012, resighted by participant 3/5, 4/7, 6/7.",0
BALASUCMD1,,2011-03-20,2610-37305,P,alive,"yearColumn = 2010, banded 5/28; yearColumn = 2011, resighted by participant 20 March",0
BUISNORVA1,,2011-03-20,2441-14068,P,alive,"yearColumn = 2010, banded 5/29/10; yearColumn = 2011, resighted by participant 20 March",0
GECACARVA1,,2011-03-20,2590-82407,P,alive,"yearColumn = 2009, Banded 5/30/2009; yearColumn = 2010, resighted by participant 23 June; resighted 7/2; yearColumn = 2011, resighted by participant 03/20/2011; 4/26; 05/30; yearColumn = 2012, resighted by participant 04/02/2012",0
VONGJENMD1,,2011-03-20,2460-22780,P,alive,"yearColumn = 2010, banded 5/10; resighted by participant 15 June, 16 Dec; yearColumn = 2011, resighted by participant 20 March",0
SALOSHEMD1,,2011-03-25,2421-11622,P,alive,"yearColumn = 2010, Captured 6/8; yearColumn = 2011, resighted by participant 3/25/2011, 10/11/2011; yearColumn = 2012, Resighted by participant 5/30/2012; yearColumn = 2014, resighted 7/1/14 on NN visit",0
WOODPAUVA1,,2011-04-02,2590-83161,P,alive,"yearColumn = 2010, banded 6/30/10; resighted by participant October-Dec; yearColumn = 2011, resighted by participant 4/2//2011",0
CAMPGLOMD1,,2011-04-06,2301-56982,P,alive,"yearColumn = 2010, banded 5/21/10; yearColumn = 2011, resighted by participant March, 6 April; yearColumn = 2012, resighted by participant March 11, 21 JUne20 August, 8 Sept; yearColumn = 2013, resighted by participant 20 April, by staff 7/1/13",0
CAMPGLOMD1,,2011-04-11,2301-56983,P,alive,"yearColumn = 2010, banded 5/21/10; yearColumn = 2011, resighted by participant 11 April; yearColumn = 2012, resighted by participant July",0
CAMPGLOMD1,,2011-04-20,2540-62888,P,alive,"yearColumn = 2009, banded 5/12/09.; yearColumn = 2010, recaptured 5/21/10; yearColumn = 2011, resighted by participant 20 April, 22 August; yearColumn = 2012, Recaptured 6/6/2012; yearColumn = 2013, Resighted 4/14/2013",0
WARDDOUVA1,,2011-04-23,1991-46191,P,alive,"yearColumn = 2008, banded 5 july; yearColumn = 2009, resighted by participant 26 April; yearColumn = 2010, resighted by participant 5 June; recap 6/5; yearColumn = 2011, resighted by participant 23 April",0
TATEJUAMD1,,2011-04-24,2411-37760,P,alive,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 11 May, 8 June; yearColumn = 2011, resighted by participant 04/24/2011, 05/11/2011, 06/14/2011, 09/28/2011; yearColumn = 2012, resighted by participant 28 april; 06/28/2012; yearColumn = 2013, resighted",0
BARBJERMD1,,2011-04-25,2460-22920,P,alive,"yearColumn = 2007, banded 27 June; yearColumn = 2009, resighted by participant 25 april recapture 13 Jul; yearColumn = 2010, resighted by participant 25 May, recap 7/2/10; yearColumn = 2011, resighted by participant 25 April",0
RAUNERIMD1,,2011-04-25,2460-22978,P,alive,"yearColumn = 2010, banded 7/26; yearColumn = 2011, resighted by participant 04/25/2011",0
WARDDOUVA1,,2011-04-25,1991-46192,P,alive,"yearColumn = 2008, banded 5 july; yearColumn = 2009, Resighted by participant and Recap 6/28/2009; yearColumn = 2010, resighted by participant 1 May; recap 6/5; yearColumn = 2011, resighted by participant 25 April",0
BUISNORVA1,,2011-04-26,2411-37793,P,alive,"yearColumn = 2010, banded 5/29/10; yearColumn = 2011, resighted by participant 04/26/2011; yearColumn = 2012, recaptured 5/26/2012",0
GECACARVA1,,2011-04-26,2590-82407,P,alive,"yearColumn = 2009, Banded 5/30/2009; yearColumn = 2010, resighted by participant 23 June; resighted 7/2; yearColumn = 2011, resighted by participant 03/20/2011; 4/26; 05/30; yearColumn = 2012, resighted by participant 04/02/2012",0
WILDANNVA1,,2011-04-26,1292-64252,P,alive,"yearColumn = 2010, banded 6/7/10; yearColumn = 2011, resighted by participant 04/26/2011",0
WILLTINVA1,,2011-04-26,1202-99049,P,alive,"yearColumn = 2008, banded 26 June; yearColumn = 2009, Recap 7/2/2009; yearColumn = 2011, resighted by participant 26 April",0
FREYFREMD1,,2011-04-29,1951-41271,P,alive,"yearColumn = 2005, banded may 30; yearColumn = 2006, resighted by participant 21 May; yearColumn = 2011, resighted by participant 4/29",0
VONGJENMD1,,2011-04-29,2411-37989,P,alive,"yearColumn = 2010, banded 5/10; resighted by participant 19 July; yearColumn = 2011, resighted by participant 29 April; yearColumn = 2012, resighted by participant 05/04/2012; 07/17/2012",0
VONGJENMD1,,2011-04-29,2441-14203,P,alive,"yearColumn = 2009, banded 6/23; yearColumn = 2010, recaptured 5/10; resighted by participant 10 April; 8 June, 22 Aug, 16 Dec; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 02/19/2012; 07/17/2012",0
VONGJENMD1,,2011-04-29,2251-80329,P,alive,"yearColumn = 2010, banded 5/10; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 02/19/2012; 07/17/2012",0
VONGJENMD1,,2011-04-29,2411-37987,P,alive,"yearColumn = 2010, banded 5/10; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 15 March",0
VONGJENMD1,,2011-04-29,2411-37988,P,alive,"yearColumn = 2010, banded 5/10; resighted by participant  19 July, 7 Sept, 16 Dec; yearColumn = 2011, resighted by participant 13 March; 29 April; yearColumn = 2012, resighted by participant 02/19/2012",0
GECACARVA1,,2011-05-01,2301-56567,P,alive,"yearColumn = 2008, Banded June 18; yearColumn = 2009, resighted by participant 21 June
; yearColumn = 2010, resighted by participant 5/1/2011; yearColumn = 2012, 6/6/2012 resight by participant; yearColumn = 2013, resighted 2013; yearColumn = 2015, Resighted by participant",0
KEYESUSMD1,,2011-05-01,2411-37260,P,alive,"yearColumn = 2009, Banded 6/2/2009; yearColumn = 2010, resighted by participant 17 May, 14 June; yearColumn = 2011, resighted by participant 5/1/11, 6/17/11; yearColumn = 2012, resighted by participant 1/3/12, 5/1/12; yearColumn = 2013, reisighted by participant 5/5/2013",0
TATEJUAMD1,,2011-05-04,2411-37756,P,alive,"yearColumn = 2009, BANDED 6/29/09; yearColumn = 2010, resighted by participant 13 may; yearColumn = 2011, resighted by participant 05/04/2011; yearColumn = 2013, .resighted by participant 7/5/2013",0
STUECHRVA2,,2011-05-08,2421-11404,P,alive,"yearColumn = 2010, banded 6/5/10; yearColumn = 2011, resighted by participant 8 May",0
BUISNORVA1,,2011-05-09,2441-14067,P,alive,"yearColumn = 2010, banded 5/29/10; yearColumn = 2011, resighted by participant 9 May",0
FISHFERVA1,,2011-05-10,2411-37711,P,alive,"yearColumn = 2009, banded 5/30/09; yearColumn = 2010, resighted by participant 16 april, resighted 7/3/10; yearColumn = 2011, resighted by participant 16 March, may10",0
FISHFERVA1,,2011-05-10,2411-37713,P,alive,"yearColumn = 2009, banded 5/30/09; yearColumn = 2010, resighted by participant 26 May, resighted 7/3/10; yearColumn = 2011, resighted by participant 16 March, 10 May",0
FISHFERVA1,,2011-05-10,2510-03826,P,alive,"yearColumn = 2008, Banded June 22; yearColumn = 2009, resighted by participant 31 March; yearColumn = 2010, resighted by participant 16 April; yearColumn = 2011, resighted by participant 16 March, May 10; yearColumn = 2012, Recapture 5/26/2012; yearColumn = 2013, resighted by participant in april, recaptured 5/6/2013",0
BARBJERMD1,,2011-05-11,2301-56957,P,alive,"yearColumn = 2009, banded 7/13/2009; yearColumn = 2011, resighted by participant 11 May",0
BARBJERMD1,,2011-05-11,2421-11758,P,alive,"yearColumn = 2010, banded 7/2/10; yearColumn = 2011, resighted by participant 9 March; 11 May",0
TATEJUAMD1,,2011-05-11,2411-37760,P,alive,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 11 May, 8 June; yearColumn = 2011, resighted by participant 04/24/2011, 05/11/2011, 06/14/2011, 09/28/2011; yearColumn = 2012, resighted by participant 28 april; 06/28/2012; yearColumn = 2013, resighted",0
WOODPAUVA1,,2011-05-13,2301-76336,P,alive,"yearColumn = 2009, banded by participant 5/09; yearColumn = 2010,  colorbanded 6/30/10; yearColumn = 2011, resighted by participant 5/13/2011; 7-25-11; yearColumn = 2015, resighted by participant",0
WOODPAUVA1,,2011-05-17,841-76358,P,alive,"yearColumn = 2007, aluminum banded by woodward as HY.; yearColumn = 2009, color banded 5/19/2009.; yearColumn = 2010, resighted by participants 24 March; 31 Dec; recapped by participant with brood patch 3 July; yearColumn = 2011, resighted by participant 24 Jan, 17 May, Oct. 13",0
TATEJUAMD1,,2011-05-19,2411-37754,P,alive,"yearColumn = 2009, banded 6/29/2009; yearColumn = 2010, resighted by participant 22 May. RS 6/22; yearColumn = 2011, resighted by participant 05/19/2011, 06/03/2011, 08/05/2011; yearColumn = 2012, resighted by participant 17 June; 07/02/2012; yearColumn = 2013, resighted by participant 7/8/2013.",0
GECACARVA1,,2011-05-20,2261-38333,P,alive,"yearColumn = 2007, banded 13-Jul; yearColumn = 2010, resighted by participant 12/18/2010; 1/1/2011; yearColumn = 2011, resighted by neighbor 5/20",0
WILDANNVA1,,2011-05-20,2421-11406,P,alive,"yearColumn = 2010, banded 6/7/10; yearColumn = 2011, resighted by participant 20 May; yearColumn = 2014, resighted by participant",0
KEYESUSMD1,,2011-05-27,2281-69111,P,alive,"yearColumn = 2007, banded 28-Jun; yearColumn = 2008, resighted by participant 20 June; yearColumn = 2011, resight by participant 5/27/11",0
OBRICHRMD1,,2011-05-29,2411-37417,P,alive,"yearColumn = 2009, banded 6/30; yearColumn = 2010, Recap 7/1/2010; yearColumn = 2011, resighted by participant 5/29/2011; yearColumn = 2012, Resighted 6/2/2012",0
OBRICHRMD1,,2011-05-29,2421-11664,P,alive,"yearColumn = 2010, Captured 7/1/2010; yearColumn = 2011, resighted by participant 5/29/2011; yearColumn = 2012, resighted by participant 19 May",0
GECACARVA1,,2011-05-30,2590-82407,P,alive,"yearColumn = 2009, Banded 5/30/2009; yearColumn = 2010, resighted by participant 23 June; resighted 7/2; yearColumn = 2011, resighted by participant 03/20/2011; 4/26; 05/30; yearColumn = 2012, resighted by participant 04/02/2012",0
TATEJUAMD1,,2011-06-03,2411-37754,P,alive,"yearColumn = 2009, banded 6/29/2009; yearColumn = 2010, resighted by participant 22 May. RS 6/22; yearColumn = 2011, resighted by participant 05/19/2011, 06/03/2011, 08/05/2011; yearColumn = 2012, resighted by participant 17 June; 07/02/2012; yearColumn = 2013, resighted by participant 7/8/2013.",0
BARBJERMD1,,2011-06-05,742-29428,P,alive,"yearColumn = 2008, banded_6/2/08; yearColumn = 2011, resighted by participant 06/05/2011",0
KEYESUSMD1,,2011-06-05,2590-82539,P,alive,"yearColumn = 2009, Banded 6/2/2009; yearColumn = 2011, Resight by participant 6/5/2011",0
BARBJERMD1,,2011-06-14,2301-56956,P,found dead,"yearColumn = 2009, banded 7/13/2009; yearColumn = 2011, resighted by participant 06/14/2011. Found dead 6/24",0
TATEJUAMD1,,2011-06-14,2411-37760,P,alive,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 11 May, 8 June; yearColumn = 2011, resighted by participant 04/24/2011, 05/11/2011, 06/14/2011, 09/28/2011; yearColumn = 2012, resighted by participant 28 april; 06/28/2012; yearColumn = 2013, resighted",0
STEWBETMD1,,2011-06-16,2301-56503,P,alive,"yearColumn = 2009, Banded 5/13/2009; yearColumn = 2010, resighted by participant 13 May, 5 June; yearColumn = 2011, resighted by participant 06/16/2011",0
KEYESUSMD1,,2011-06-17,2411-37260,P,alive,"yearColumn = 2009, Banded 6/2/2009; yearColumn = 2010, resighted by participant 17 May, 14 June; yearColumn = 2011, resighted by participant 5/1/11, 6/17/11; yearColumn = 2012, resighted by participant 1/3/12, 5/1/12; yearColumn = 2013, reisighted by participant 5/5/2013",0
BARBJERMD1,,2011-06-24,2301-56956,P,found dead,"yearColumn = 2009, banded 7/13/2009; yearColumn = 2011, resighted by participant 06/14/2011. Found dead 6/24",0
FUISLISVA1,,2011-06-29,2411-37730,P,alive,"yearColumn = 2009, banded 6/11/09; yearColumn = 2010, resighted spring 2010 by participant; yearColumn = 2011, resighted by participant 06/29/2011",0
LANDCELVA1,,2011-07-06,2301-56632,P,alive,"yearColumn = 2008, banded_7/1/08; yearColumn = 2009, resighted by participant 2 July; yearColumn = 2010, resighted by participant 5, 9 April; 10 July; yearColumn = 2011, resighted by participant 07/06/2011",0
CAMPROSMD1,,2011-07-10,2610-37352,P,alive,"yearColumn = 2010, Captured 7/27/2010; resight by neighbor ; yearColumn = 2011, Resight by homeowner 7/10/2011",0
FUISLISVA1,,2011-07-20,2421-11607,P,alive,"yearColumn = 2010, banded 5/24/10; yearColumn = 2011, resighted by participant 07/20/2011; yearColumn = 2013, resighted 7/19/13",0
STANJEFMD1,,2011-07-22,2421-11663,P,alive,"yearColumn = 2010, Captured 6/30/2010; yearColumn = 2011, resighted by participant 07/22/2011",0
WOODPAUVA1,,2011-07-25,2301-76336,P,alive,"yearColumn = 2009, banded by participant 5/09; yearColumn = 2010,  colorbanded 6/30/10; yearColumn = 2011, resighted by participant 5/13/2011; 7-25-11; yearColumn = 2015, resighted by participant",0
WOODPAUVA1,,2011-07-25,2301-55967,P,alive,"yearColumn = 2008, banded by NNW; yearColumn = 2011, resighted by participant 7-25-11",0
GECACARVA1,,2011-07-30,2251-80364,P,alive,"yearColumn = 2010, banded 7/2; yearColumn = 2011, resighted by participant 07/30/2011; yearColumn = 2012, Recapture 6/26/2012
resighted by participant 04/03/2012; yearColumn = 2013, recapture 5/6/2013",0
TATEJUAMD1,,2011-08-05,2411-37754,P,alive,"yearColumn = 2009, banded 6/29/2009; yearColumn = 2010, resighted by participant 22 May. RS 6/22; yearColumn = 2011, resighted by participant 05/19/2011, 06/03/2011, 08/05/2011; yearColumn = 2012, resighted by participant 17 June; 07/02/2012; yearColumn = 2013, resighted by participant 7/8/2013.",0
CAMPGLOMD1,,2011-08-22,2540-62888,P,alive,"yearColumn = 2009, banded 5/12/09.; yearColumn = 2010, recaptured 5/21/10; yearColumn = 2011, resighted by participant 20 April, 22 August; yearColumn = 2012, Recaptured 6/6/2012; yearColumn = 2013, Resighted 4/14/2013",0
COLSKATMD1,,2011-09-19,2460-22747,P,alive,"yearColumn = 2008, banded 17 June; yearColumn = 2009, resighted 5/29/2009; yearColumn = 2010, resighted by participant 8 May, resighted during NW visit 6/30; yearColumn = 2011, resighted by participant 15 March, 09/19/2011; yearColumn = 2013, resighted by participant 15 August",0
FISHFERVA1,,2011-09-21,2341-29357,P,alive,"yearColumn = 2010, banded 7/3/10; yearColumn = 2011, resighted by participant 9/21/2011",0
TATEJUAMD1,,2011-09-28,2411-37760,P,alive,"yearColumn = 2009, banded 6/29/09; yearColumn = 2010, resighted by participant 11 May, 8 June; yearColumn = 2011, resighted by participant 04/24/2011, 05/11/2011, 06/14/2011, 09/28/2011; yearColumn = 2012, resighted by participant 28 april; 06/28/2012; yearColumn = 2013, resighted",0
